service_id,date,exception_type
021724S_02107_,20260704,1
021724S_021E1_,20260704,1
022150F_02201_,20260628,1
022150F_02202_,20260628,1
022150F_02203_,20260628,1
022150F_02204_,20260628,1
022150F_02205_,20260628,1
022150F_02206_,20260628,1
022150F_022E1_,20260628,1
022150F_022E9_,20260628,1
022507L_02201_,20260623,1
022507L_02201_,20260624,1
022507L_02201_,20260625,1
022507L_02201_,20260626,1
022507L_02201_,20260629,1
022507L_02201_,20260630,1
022507L_02202_,20260623,1
022507L_02202_,20260624,1
022507L_02202_,20260625,1
022507L_02202_,20260626,1
022507L_02202_,20260629,1
022507L_02202_,20260630,1
022507L_02203_,20260623,1
022507L_02203_,20260624,1
022507L_02203_,20260625,1
022507L_02203_,20260626,1
022507L_02203_,20260629,1
022507L_02203_,20260630,1
022507L_02204_,20260623,1
022507L_02204_,20260624,1
022507L_02204_,20260625,1
022507L_02204_,20260626,1
022507L_02204_,20260629,1
022507L_02204_,20260630,1
022507L_02205_,20260623,1
022507L_02205_,20260624,1
022507L_02205_,20260625,1
022507L_02205_,20260626,1
022507L_02205_,20260629,1
022507L_02205_,20260630,1
022507L_02206_,20260623,1
022507L_02206_,20260624,1
022507L_02206_,20260625,1
022507L_02206_,20260626,1
022507L_02206_,20260629,1
022507L_02206_,20260630,1
022507L_02207_,20260623,1
022507L_02207_,20260624,1
022507L_02207_,20260625,1
022507L_02207_,20260626,1
022507L_02207_,20260629,1
022507L_02207_,20260630,1
022507L_02208_,20260623,1
022507L_02208_,20260624,1
022507L_02208_,20260625,1
022507L_02208_,20260626,1
022507L_02208_,20260629,1
022507L_02208_,20260630,1
022507L_02209_,20260623,1
022507L_02209_,20260624,1
022507L_02209_,20260625,1
022507L_02209_,20260626,1
022507L_02209_,20260629,1
022507L_02209_,20260630,1
022507L_02210_,20260623,1
022507L_02210_,20260624,1
022507L_02210_,20260625,1
022507L_02210_,20260626,1
022507L_02210_,20260629,1
022507L_02210_,20260630,1
022507L_02211_,20260623,1
022507L_02211_,20260624,1
022507L_02211_,20260625,1
022507L_02211_,20260626,1
022507L_02211_,20260629,1
022507L_02211_,20260630,1
022507L_02212_,20260623,1
022507L_02212_,20260624,1
022507L_02212_,20260625,1
022507L_02212_,20260626,1
022507L_02212_,20260629,1
022507L_02212_,20260630,1
022507L_022E1_,20260623,1
022507L_022E1_,20260624,1
022507L_022E1_,20260625,1
022507L_022E1_,20260626,1
022507L_022E1_,20260629,1
022507L_022E1_,20260630,1
022507S_02201_,20260627,1
022507S_02202_,20260627,1
022507S_02203_,20260627,1
022507S_02204_,20260627,1
022507S_02205_,20260627,1
022507S_02206_,20260627,1
022507S_022E1_,20260627,1
022507S_022E2_,20260627,1
022781F_02201_,20260705,1
022781F_02202_,20260705,1
022781F_02203_,20260705,1
022781F_02204_,20260705,1
022781F_022E1_,20260705,1
022781L_02201_,20260701,1
022781L_02201_,20260702,1
022781L_02201_,20260703,1
022781L_02201_,20260706,1
022781L_02201_,20260707,1
022781L_02202_,20260701,1
022781L_02202_,20260702,1
022781L_02202_,20260703,1
022781L_02202_,20260706,1
022781L_02202_,20260707,1
022781L_02203_,20260701,1
022781L_02203_,20260702,1
022781L_02203_,20260703,1
022781L_02203_,20260706,1
022781L_02203_,20260707,1
022781L_02204_,20260701,1
022781L_02204_,20260702,1
022781L_02204_,20260703,1
022781L_02204_,20260706,1
022781L_02204_,20260707,1
022781L_02205_,20260701,1
022781L_02205_,20260702,1
022781L_02205_,20260703,1
022781L_02205_,20260706,1
022781L_02205_,20260707,1
022781L_02206_,20260701,1
022781L_02206_,20260702,1
022781L_02206_,20260703,1
022781L_02206_,20260706,1
022781L_02206_,20260707,1
022781L_02207_,20260701,1
022781L_02207_,20260702,1
